ID	pheotype
HOCHN13FB01160515	0.475273428
HOCHN13FB01160518	0.565763655
HOCHN13FB01160524	0.532059188
HOCHN13FB01160601	0.655420311
HOCHN13FB01160602	0.704634406
HOCHN13FB01160603	0.348394619
HOCHN13FB01160604	0.511606702
HOCHN13FB01160606	1.0025502
HOCHN13FB01160610	0.584551056
HOCHN13FB01160615	0.888017986
HOCHN13FB01160617	0.547118516
HOCHN13FB01160618	0.598262238
HOCHN13FB01160619	0.784010656
HOCHN13FB01160621	0.657449726
HOCHN13FB01160623	0.542792035
HOCHN13FB01160624	0.475746987
HOCHN13FB01160626	0.481226142
HOCHN13FB01160630	0.524238161
HOCHN13FB01160631	0.629971744
HOCHN13FB01160702	0.706897238
HOCHN13FB01160707	0.748166044
HOCHN13FB01160715	0.883777459
HOCHN13FB01160723	0.54844637
HOCHN13FB01160725	0.726938759
HOCHN13FB01160804	0.533491539
HOCHN13FB01160806	0.773354638
HOCHN13FB01160810	0.612802462
HOCHN13FB01160819	0.519311773
HOCHN13FB01160822	0.576238326
HOCHN13FB01160824	0.644816399
HOCHN13FB01160825	0.712701958
HOCHN13FB01160827	0.582341477
HOCHN13FB01160829	0.642793583
HOCHN13FB01160831	0.587896188
HOCHN13FB01160832	0.613479456
HOCHN13FB01160833	0.623019392
HOCHN13FB01160835	0.676357677
HOCHN13FB01160902	0.604595749
HOCHN13FB01160905	0.540372102
HOCHN13FB01160910	0.661407664
HOCHN13FB01160911	0.765900909
HOCHN13FB01160912	0.735766102
HOCHN13FB01160916	0.633230744
HOCHN13FB01160917	0.5178924
HOCHN13FB01160918	0.711441677
HOCHN13FB01160920	0.619541097
HOCHN13FB01160924	0.74359136
HOCHN13FB01160925	0.736914497
HOCHN13FB01160928	0.681819763
HOCHN13FB01160929	0.752946369
HOCHN13FB01160930	0.788430952
HOCHN13FB01160932	0.653463518
HOCHN13FB01160934	0.677042799
HOCHN13FB01161001	0.584332787
HOCHN13FB01161005	0.743839018
HOCHN13FB01161006	0.66751892
HOCHN13FB01161009	0.585922399
HOCHN13FB01161011	0.505480442
HOCHN13FB01161012	0.581496765
HOCHN13FB01161014	0.778428369
HOCHN13FB01161017	0.509230832
HOCHN13FB01161019	0.593949182
HOCHN13FB01161020	0.593022848
HOCHN13FB01161024	0.640910549
HOCHN13FB01161026	0.423303452
HOCHN13FB01161027	0.729698901
HOCHN13FB01161030	0.582479831
HOCHN13FB01161031	0.588262505
HOCHN13FB01161036	0.551851625
HOCHN13FB01161038	0.701287719
HOCHN13FB01161039	0.822456364
HOCHN13FB01161040	0.734784918
HOCHN13FB01161102	0.582171008
HOCHN13FB01161106	0.501364762
HOCHN13FB01161112	0.560310414
HOCHN13FB01161115	0.665244613
HOCHN13FB01161117	0.455936601
HOCHN13FB01161118	0.517685394
HOCHN13FB01161119	0.63890101
HOCHN13FB01161122	0.567608937
HOCHN13FB01161130	0.784229211
HOCHN13FB01161132	0.667339335
HOCHN13FB01161134	0.703367327
HOCHN13FB01161136	0.166181494
HOCHN13FB01161138	0.877619497
HOCHN13FB01161201	0.672600645
HOCHN13FB01161204	0.536922716
HOCHN13FB01161205	0.647389763
HOCHN13FB01161211	0.695886347
HOCHN13FB01161212	0.65032338
HOCHN13FB01161214	0.678305057
HOCHN13FB01161215	0.753215746
HOCHN13FB01161219	0.58139497
HOCHN13FB01161222	0.621047168
HOCHN13FB01161227	0.757660072
HOCHN13FB01161233	0.741790596
HOCHN13FB01161238	0.829387006
HOCHN13FB01161239	0.349013547
HOCHN13FB01161244	0.6424221
HOCHN13FB01161324	1.0024154
HOCHN13FB01162216	0.616742125
HOCHN13FB01162230	0.813623713
HOCHN13FB01170114	0.775605119
HOCHN13FB01170115	0.679597751
HOCHN13FB01170116	0.585563386
HOCHN13FB01170117	0.706945646
HOCHN13FB01170118	0.708774248
HOCHN13FB01170119	0.433011636
HOCHN13FB01170122	0.686168809
HOCHN13FB01170131	0.538728395
HOCHN13FB01170134	0.707664825
HOCHN13FB01170137	0.923337759
HOCHN13FB01170139	0.712661672
HOCHN13FB01170144	0.381368466
HOCHN13FB01170145	0.550665483
HOCHN13FB01170147	0.615828343
HOCHN13FB01170204	0.663452088
HOCHN13FB01170205	0.862502365
HOCHN13FB01170206	0.471635073
HOCHN13FB01170208	0.451212943
HOCHN13FB01170210	1.132333874
HOCHN13FB01170215	0.678237246
HOCHN13FB01170218	0.635775019
HOCHN13FB01170225	0.565770874
HOCHN13FB01170226	0.723595555
HOCHN13FB01170228	0.791130788
HOCHN13FB01170301	0.558287451
HOCHN13FB01170302	0.779518132
HOCHN13FB01170303	0.758915497
HOCHN13FB01170306	0.746799803
HOCHN13FB01170316	0.435539879
HOCHN13FB01170322	0.752188497
HOCHN13FB01170401	0.494700725
HOCHN13FB01170402	0.610812311
HOCHN13FB01170406	0.466830121
HOCHN13FB01170407	0.625081871
HOCHN13FB01170408	0.502676138
HOCHN13FB01170411	0.557987707
HOCHN13FB01170412	0.887806268
HOCHN13FB01170413	0.648079529
HOCHN13FB01170414	0.740235448
HOCHN13FB01170501	0.615555694
HOCHN13FB01170502	0.388655777
HOCHN13FB01170503	0.617427069
HOCHN13FB01170504	0.811510235
HOCHN13FB01170505	0.527500338
HOCHN13FB01170507	0.93763701
HOCHN13FB01170511	0.58811778
HOCHN13FB01170512	0.830566259
HOCHN13FB01170514	0.574054787
HOCHN13FB01170517	0.781895881
HOCHN13FB01170601	0.695175165
HOCHN13FB01170604	0.584085511
HOCHN13FB01170606	0.712974909
HOCHN13FB01170607	0.68843728
HOCHN13FB01170608	0.797055664
HOCHN13FB01170609	0.602610316
HOCHN13FB01170610	0.554201917
HOCHN13FB01170611	0.801608178
HOCHN13FB01170612	0.752164268
HOCHN13FB01170613	0.576490068
HOCHN13FB01170615	0.610799193
HOCHN13FB01170616	0.692051844
HOCHN13FB01170617	0.611451521
HOCHN13FB01170621	0.840192789
HOCHN13FB01170623	0.643663132
HOCHN13FB01170624	0.491540652
HOCHN13FB01170626	0.534530071
HOCHN13FB01170627	0.711091513
HOCHN13FB01170628	0.608294117
HOCHN13FB01170629	0.629251588
HOCHN13FB01170631	0.646127873
HOCHN13FB01170633	0.632981073
HOCHN13FB01170635	0.70527208
HOCHN13FB01170637	0.701879565
HOCHN13FB01170702	0.53346069
HOCHN13FB01170704	0.635191471
HOCHN13FB01170705	0.693786755
HOCHN13FB01170707	0.840804136
HOCHN13FB01170708	0.723571107
HOCHN13FB01170710	0.791798497
HOCHN13FB01170711	0.536997662
HOCHN13FB01170712	0.536820665
HOCHN13FB01170713	0.551413171
HOCHN13FB01170714	0.562235202
HOCHN13FB01170715	0.719252117
HOCHN13FB01170716	0.746022103
HOCHN13FB01170718	0.6055063
HOCHN13FB01170720	0.390492505
HOCHN13FB01170721	0.556967552
HOCHN13FB01170724	0.66986224
HOCHN13FB01170730	0.628365857
HOCHN13FB01170732	0.752245311
HOCHN13FB01170734	0.711849301
HOCHN13FB01170738	0.717147472
HOCHN13FB01170801	0.572702717
HOCHN13FB01170802	0.689607812
HOCHN13FB01170803	0.668150864
HOCHN13FB01170804	0.631321886
HOCHN13FB01170808	0.690208869
HOCHN13FB01170810	0.817729482
HOCHN13FB01170815	0.574279187
HOCHN13FB01170816	0.467986645
HOCHN13FB01170818	0.718068852
HOCHN13FB01170820	0.6661961
HOCHN13FB01170821	0.674920531
HOCHN13FB01170822	0.971552641
HOCHN13FB01170823	0.716496886
HOCHN13FB01170827	0.607679949
HOCHN13FB01170901	0.599617019
HOCHN13FB01170903	0.614551826
HOCHN13FB01170904	0.696217485
HOCHN13FB01170905	0.560214245
HOCHN13FB01170907	0.49271823
HOCHN13FB01170908	0.745001602
HOCHN13FB01170909	0.525147597
HOCHN13FB01170910	0.737534679
HOCHN13FB01170911	0.7241577
HOCHN13FB01170913	0.783830929
HOCHN13FB01170920	0.603801132
HOCHN13FB01170921	0.716050271
HOCHN13FB01170923	0.561427321
HOCHN13FB01170924	0.611102227
HOCHN13FB01170928	0.563476546
HOCHN13FB01170932	0.728732985
HOCHN13FB01170938	0.759024571
HOCHN13FB01170942	0.481211796
HOCHN13FB01170944	0.551267321
HOCHN13FB01170946	0.677056251
HOCHN13FB01171001	0.740418721
HOCHN13FB01171003	0.694794419
HOCHN13FB01171004	0.677966006
HOCHN13FB01171005	0.851866716
HOCHN13FB01171010	0.846408265
HOCHN13FB01171019	0.51221824
HOCHN13FB01171022	0.851357497
HOCHN13FB01171103	0.583657456
HOCHN13FB01171104	0.632466425
HOCHN13FB01171107	0.782576071
HOCHN13FB01171114	0.769169537
HOCHN13FB01171116	0.793070964
HOCHN13FB01171123	0.624334776
HOCHN13FB01171129	0.644965186
HOCHN13FB01171134	0.484561392
HOCHN13FB01171138	0.722853123
HOCHN13FB01171203	0.766190066
HOCHN13FB01171204	0.680642929
HOCHN13FB01171206	0.646127786
HOCHN13FB01171207	0.535614304
HOCHN13FB01171509	0.610345559
HOCHN13FB01171709	0.699536827
HOCHN13FB01171711	0.799447828
HOCHN13FB01171907	0.938857435
HOCHN13FB01171923	0.674745435
HOCHN13FB01171929	0.725905764
HOCHN13FB01172141	0.754179918
HOCHN13FB01172217	0.743538133
HOCHN13FB01172311	0.795117274
HOCHN13FB01172331	0.782782958
HOCHN13FB01172341	0.857503915
13TS05160017	2.018564239
13TS05160036	1.475295569
13TS05160056	1.720348662
13TS05160085	1.068602075
13TS05160098	0.812654075
13TS05160125	1.278035758
13TS05160152	0.827406447
13TS05160180	1.578838349
13TS05160194	0.867717881
13TS05160197	0.924096649
13TS05160202	1.018514445
13TS05160237	0.813112074
13TS05160296	1.097305569
13TS05160863	0.971823008
13TS05160878	0.787080929
13TS05160924	1.189328662
13TS05160946	1.060004239
13TS05160953	1.384220943
13TS05160978	0.986678896
13TS05160996	0.846983709
13TS05161023	0.659311415
13TS05161027	0.994473385
13TS05161049	0.878944008
13TS05161068	0.891724415
13TS05161168	0.771476138
13TS05161223	0.847214396
13TS05161225	1.615411784
13TS05161235	0.963240568
13TS05161238	0.955970386
13TS05161248	0.517336989
13TS05161267	0.545091415
13TS05161268	1.074064239
13TS05161277	1.007521075
13TS05161283	1.682702075
13TS05161295	0.945217919
13TS05161351	1.218652075
13TS05161369	1.300888349
13TS05161377	0.597872075
13TS05161386	1.025848507
13TS05161413	0.787050784
13TS05161425	1.108972075
13TS05161456	1.234282075
13TS05161547	0.989004881
13TS05161574	1.278892075
13TS05161601	0.889850569
13TS05161644	0.781881568
13TS05161656	0.544238138
13TS05161671	1.808805569
13TS05161740	1.080546415
13TS05161745	0.828285909
13TS05161795	1.177915569
13TS05161807	1.649258602
13TS05161815	0.597706765
13TS05161851	1.773022075
13TS05161854	0.934326385
13TS05161855	1.256131056
13TS05161860	1.417435569
13TS05162000	0.445528385
13TS05162033	0.797720056
13TS05162104	1.494575698
13TS05170026	1.738848602
13TS05170050	0.917960698
13TS05170085	1.427713232
13TS05170120	0.602152601
13TS05170209	1.059531649
13TS05170241	0.861071698
13TS05170263	0.923755447
13TS05170268	1.283803078
13TS05170284	0.887384198
13TS05170302	0.828290078
13TS05170344	1.333998447
13TS05170365	1.206225336
13TS05170386	0.939551232
13TS05170468	1.524918892
13TS05170505	0.539734078
13TS05170509	0.772848232
13TS05170534	0.754140653
13TS05170538	1.238977698
13TS05170546	0.863089166
13TS05170557	1.482958892
13TS05170559	1.694428892
13TS05170582	1.528758892
13TS05170591	1.323348892
13TS05170608	1.282733232
13TS05170609	1.291065166
13TS05170638	0.737211232
13TS05170762	1.324875202
13TS05170855	0.835201736
13TS05170867	1.403508892
13TS05170934	0.536263386
13TS05170940	1.189928892
13TS05170954	0.999543166
13TS05170982	1.467545166
13TS05170984	1.271395515
13TS05170988	0.699898726
13TS05171016	1.548800385
13TS05171020	1.018081236
13TS05171021	1.315762386
13TS05171022	0.670551202
13TS05171025	0.945314895
13TS05171048	0.312628202
13TS05171101	0.62392492
13TS05171103	1.212968892
13TS05171105	1.017992386
13TS05171112	1.255793232
13TS05171130	1.001072892
13TS05171140	0.962209601
13TS05171147	1.632625166
13TS05171148	1.418551262
13TS05171171	0.719585232
13TS05171208	1.618278892
13TS05171210	0.548982746
13TS05171213	0.927654386
13TS05171224	0.877308202
13TS05171276	1.197668892
13TS05171351	0.900631166
13TS05171390	0.916399232
13TS05171465	1.419835202
13TS05171523	1.723448892
13TS05171577	1.023735202
13TS05171578	0.815716386
13TS05171590	1.190278892
13TS05171598	0.758885232
13TS05171610	1.104822746
13TS05171611	1.438445202
13TS05171642	0.777234466
13TS05171643	1.888558892
13TS05171644	1.302699765
13TS05171658	1.343873232
13TS05171664	1.300461262
13TS05171668	1.497698892
13TS05171682	1.258677736
13TS05171709	1.412351262
13TS05171741	0.953456765
13TS05171763	1.407195202
13TS05171782	1.489299765
13TS05171783	0.778546236
13TS05171801	0.691602601
13TS05171828	1.894468601
13TS05171864	1.235481807
13TS05172004	1.043713232
13TS05172372	1.831619765
13TS05172473	1.209779765
13TS05172515	0.653467466
13TS05172672	1.392152746
13TS05172705	0.455395466
13TS05172721	0.738729466
13TS05172729	0.997759765
13TS05172731	1.099352746
13TS05172885	1.451810385
13TS05172886	1.153288466
13TS05172891	0.649496746
13TS05172918	0.693694746
13TS05172980	0.778271746
13TS05172983	0.844268466
13TS05173037	0.667818466
13TS05173039	1.439029765
13TS05173047	1.174209275
13TS05173067	0.662502466
13TS05173075	1.519969765
13TS05173110	0.761664311
13TS05173112	1.679930385
13TS05180061	1.160250385
13TS05180078	1.032188466
13TS05180121	1.538357515
13TS05180130	0.996654807
13TS05180185	1.004298466
13TS05180233	1.211420194
13TS05180245	1.543149275
13TS05180271	1.283483001
13TS05180276	0.615498746
13TS05180280	0.493167495
13TS05180312	1.582209275
13TS05180321	1.615649765
13TS05180360	1.09208271
13TS05180397	1.053399765
13TS05180408	0.625421466
13TS05180433	0.994191194
13TS05180454	1.373019765
13TS05180468	1.098761869
13TS05180636	1.741219765
13TS05180650	0.934774869
13TS05180690	0.666843466
13TS05180797	1.556405165
13TS05180828	0.945144015
13TS05180879	2.020939765
13TS05180932	0.520791275
13TS05180962	1.132885165
13TS05180963	0.664519895
13TS05180968	1.429139311
13TS05180973	0.869155275
13TS05180997	1.303199895
13TS05181010	1.398486495
13TS05181027	0.766488371
13TS05181035	1.099209765
13TS05181037	1.825869765
13TS05181056	0.672396845
13TS05181072	0.726232001
13TS05181076	1.037061807
13TS05181077	0.846169869
13TS05181113	0.983552895
13TS05181132	1.208413515
13TS05181134	1.496843001
13TS05181151	0.835084275
13TS05181161	1.267589895
13TS05181179	0.503396895
13TS05181210	1.480933001
13TS05181222	1.048209895
13TS05181290	0.826287855
13TS05181306	1.728425165
13TS05181314	1.607399311
13TS05181316	0.795053275
13TS05181327	1.235409275
13TS05181339	1.477323001
13TS05181342	1.271609275
13TS05181354	1.582471807
13TS05181358	1.404303001
13TS05181388	1.523161869
13TS05181608	1.413899311
13TS05181657	1.012849311
13TS05182061	1.129132575
13TS05182166	0.905079124
13TS05182177	2.021406495
13TS05182323	1.514366495
13TS05182365	1.635596495
13TS05182373	1.061426855
13TS05182475	1.410266495
13TS05182480	1.866006495
13TS05182481	0.914997575
13TS05182496	1.265833874
13TS05182498	1.001776495
13TS05182518	1.352506495
13TS05182526	0.923055494
13TS05182529	0.840050437
13TS05182544	1.476734494
13TS05182565	1.771294494
13TS05182583	1.038885371
13TS05182652	0.890124937
13TS05182667	1.296285371
13TS05182714	1.282371624
13TS05182731	0.983246855
13TS05182751	0.772817855
13TS05182768	0.788677855
13TS05182777	0.578213575
13TS05182794	0.617057855
13TS05182804	1.272136855
13TS05182816	0.477109575
13TS05182826	1.699123874
13TS05182831	0.490215528
13TS05182843	1.284253874
13TS05182852	0.890826855
13TS05182854	0.813000939
13TS05182871	1.510997
13TS05182872	0.820864
13TS05182876	1.143336624
13TS05182879	1.201251262
13TS05182881	0.843766
13TS05182895	0.921262939
13TS05182910	1.168141262
13TS05182913	1.023793063
13TS05182925	0.981326855
13TS05182956	0.808917796
13TS05182960	0.670582855
13TS05182961	0.883693575
13TS05182962	1.249509528
13TS05182968	1.061516835
13TS05182972	0.861017575
13TS05182976	0.824466575
13TS05190003	0.939581
13TS05190008	1.054605371
13TS05190026	0.752454855
13TS05190040	1.212591124
13TS05190045	0.380965575
13TS05190046	0.927858575
13TS05190050	0.882349855
13TS05190057	0.813425855
13TS05190060	0.488674855
13TS05190067	1.465455371
13TS05190070	1.270466939
13TS05190080	0.730130855
13TS05190086	1.291134494
13TS05190089	0.931495855
13TS05190093	0.501836575
13TS05190098	0.869807845
13TS05190099	1.427584494
13TS05190101	0.506502004
13TS05190103	1.127706439
13TS05190107	1.215451624
13TS05190117	1.076332575
13TS05190121	0.685056575
13TS05190128	0.764072575
13TS05190129	0.787538855
13TS05190136	1.061852575
13TS05190137	0.921298262
13TS05190142	0.763902575
13TS05190147	0.792851939
13TS05190163	0.939612575
13TS05190165	1.034174494
13TS05190175	1.048021845
13TS05190180	0.737844855
13TS05190181	0.946175939
13TS05190183	0.646007855
13TS05190188	0.842537575
13TS05190191	1.747954494
13TS05190192	0.620235575
13TS05190194	1.480784303
13TS05190201	0.674950855
13TS05190208	0.772078855
13TS05190209	0.966849124
13TS05190211	1.225209373
13TS05190212	0.723455575
13TS05190216	0.680796855
13TS05190217	0.967952575
13TS05190223	1.214493874
13TS05190225	1.464944494
13TS05190230	0.727992575
13TS05190235	0.553341575
13TS05190236	0.741720855
13TS05190237	0.553677575
13TS05190242	1.106152262
13TS05190256	1.078075371
13TS05190259	0.909208575
13TS05190260	0.768951939
13TS05190263	1.007576855
13TS05190266	0.603648575
13TS05190275	0.709261855
13TS05190276	0.833385575
13TS05190279	1.427924004
13TS05190280	0.722057845
13TS05190281	0.837566845
13TS05190282	0.985174303
13TS05190285	1.014663874
13TS05190291	0.862924063
13TS05190292	1.043873439
13TS05190294	1.235158029
13TS05190295	0.668653303
13TS05190298	0.596004575
13TS05190301	1.408404494
13TS05190302	0.591994439
13TS05190303	0.541352575
13TS05190307	1.406534494
13TS05190308	0.844504575
13TS05190311	1.008833439
13TS05190312	0.482008575
13TS05190313	0.705317439
13TS05190314	1.137624796
13TS05190316	0.863036762
13TS05190318	0.967572575
13TS05190322	1.043042575
13TS05190326	1.006312575
13TS05190327	0.764677855
13TS05190332	1.094753796
13TS05190336	1.208766262
13TS05190337	1.043970124
13TS05190341	0.689734575
13TS05190342	1.080788796
13TS05190343	0.999618262
13TS05190345	0.788319575
13TS05190346	1.058798029
13TS05190347	1.148970124
13TS05190349	0.836251262
13TS05190354	0.945992439
13TS05190357	0.816764575
13TS05190359	1.067349762
13TS05190367	2.111183874
13TS05190371	1.239462575
13TS05190374	0.677027575
13TS05190378	1.105564494
13TS05190382	0.608593575
13TS05190394	0.853645575
13TS05190396	0.708058939
13TS05190400	0.641055004
13TS05190403	1.079134762
13TS05190404	0.928283439
13TS05190405	0.677226575
13TS05190409	0.758760874
13TS05190411	0.894056575
13TS05190412	1.208311624
13TS05190413	1.269623874
13TS05190415	1.048615624
13TS05190430	0.889030004
13TS05190441	0.999161262
13TS05190447	0.824287004
13TS05190451	1.277953874
13TS05190460	1.100464494
13TS05190473	1.524433029
13TS05190479	1.210124494
13TS05190481	0.940610029
13TS05190483	0.615660373
13TS05190491	1.178903874
13TS05190493	1.223344494
13TS05190495	1.124753029
13TS05190505	0.906724874
13TS05190507	1.564756325
13TS05190513	1.172183874
13TS05190522	1.543744494
13TS05190525	0.887524439
13TS05190526	0.954291494
13TS05190528	1.612624494
13TS05190531	1.488404004
13TS05190535	1.096476624
13TS05190537	0.881466124
13TS05190547	1.366804494
13TS05190555	1.010483874
13TS05190558	1.300384494
13TS05190563	0.858866624
13TS05190565	0.796344029
13TS05190568	1.512273874
13TS05190571	1.113499624
13TS05190574	1.280724494
13TS05190587	1.139724494
13TS05190588	1.537597655
13TS05190619	1.705564161
13TS05190623	1.201823874
13TS05190627	0.876844874
13TS05190661	1.367474161
13TS05190667	1.084044004
13TS05190677	1.032660435
13TS05190683	1.054569124
13TS05190689	0.591230735
13TS05190690	0.806666373
13TS05190709	0.781033874
13TS05190725	0.523079029
13TS05190731	0.890636435
13TS05190738	0.708416015
13TS05190745	0.633391004
13TS05190753	0.841691004
13TS05190757	1.310432967
13TS05190759	0.728086435
13TS05190783	1.764183029
13TS05190789	1.503893874
13TS05190793	0.448771435
13TS05190795	1.257353874
13TS05190797	1.538646624
13TS05190798	1.127223874
13TS05190805	1.210764004
13TS05190806	0.821459874
13TS05190811	0.666714435
13TS05190823	1.126786325
13TS05190829	1.316770435
13TS05190871	1.591196325
13TS05190883	1.584670435
13TS05190891	0.731036435
13TS05190895	1.497207655
13TS05190899	1.23219816
13TS05190905	1.061112967
13TS05190923	1.467714004
13TS05190971	1.34085816
13TS05190979	1.065384004
13TS05190991	1.702250435
13TS05191003	1.454867655
13TS05191009	1.493504161
13TS05191053	0.805212655
13TS05191057	1.084480435
13TS05191091	1.013474463
13TS05191131	0.942004029
13TS05191143	2.066970435
13TS05191243	1.226120435
13TS05191253	0.730686501
13TS05191323	0.848492435
13TS05191365	1.351220435
13TS05191485	0.771546435
13TS05191523	0.900149435
13TS05191557	1.973358501
13TS05191901	1.474374161
HOCHN000011150844	0.501812219
HOCHN000011150845	0.78405214
HOCHN000011151064	0.889957917
HOCHN000011151279	0.188711001
HOCHN000011160102	0.549115019
HOCHN000011160106	0.682857071
HOCHN000001150982	0.702024042
HOCHN000001151094	0.575499979
